"Gene","Non-unique Gene name","Annotation","No. isolates","No. sequences","Avg sequences per isolate","Genome Fragment","Order within Fragment","Accessory Fragment","Accessory Order with Fragment","QC","Min group size nuc","Max group size nuc","Avg group size nuc","313","Epi_ref"
"iolS","","Aldo-keto reductase IolS","2","2","1","2","1599","","","","938","938","938","OAPGLPBN_01964","ECPKFHDG_02067"
"lacD","","Tagatose 1,6-diphosphate aldolase","2","2","1","2","727","","","","977","977","977","OAPGLPBN_00613","ECPKFHDG_00712"
"acoA","","Acetoin:2,6-dichlorophenolindophenol oxidoreductase subunit alpha","2","2","1","2","250","","","","953","953","953","OAPGLPBN_00133","ECPKFHDG_00237"
"yheS","","putative ABC transporter ATP-binding protein YheS","2","2","1","2","856","","","","1934","1934","1934","OAPGLPBN_00757","ECPKFHDG_00854"
"femX","","Lipid II:glycine glycyltransferase","2","2","1","2","677","","","","1250","1250","1250","OAPGLPBN_00563","ECPKFHDG_00662"
"murA1","","UDP-N-acetylglucosamine 1-carboxyvinyltransferase 1","2","2","1","2","809","","","","1265","1265","1265","OAPGLPBN_00705","ECPKFHDG_00802"
"femB","","Aminoacyltransferase FemB","2","2","1","2","2249","","","","1253","1253","1253","OAPGLPBN_01309","ECPKFHDG_01413"
"flp","","Protein flp","2","2","1","2","515","","","","1517","1517","1517","OAPGLPBN_00401","ECPKFHDG_00500"
"ftsA","","Cell division protein FtsA","2","2","1","2","2062","","","","1394","1394","1394","OAPGLPBN_01496","ECPKFHDG_01600"
"glvR","","HTH-type transcriptional regulator GlvR","2","2","1","2","613","","","","761","761","761","OAPGLPBN_00499","ECPKFHDG_00598"
"group_213","","hypothetical protein","2","2","1","2","1024","","","","953","953","953","OAPGLPBN_00953","ECPKFHDG_01058"
"sarX","","HTH-type transcriptional regulator SarX","2","2","1","2","1664","","","","359","359","359","OAPGLPBN_01899","ECPKFHDG_02002"
"truA","","tRNA pseudouridine synthase A","2","2","1","2","719","","","","803","803","803","OAPGLPBN_00605","ECPKFHDG_00704"
"queG","","Epoxyqueuosine reductase","2","2","1","2","963","","","","1130","1130","1130","OAPGLPBN_00884","ECPKFHDG_00990"
"group_2133","","hypothetical protein","2","2","1","2","243","","","","1703","1703","1703","OAPGLPBN_00126","ECPKFHDG_00231"
"group_2134","","hypothetical protein","2","2","1","2","993","","","","665","665","665","OAPGLPBN_00922","ECPKFHDG_01028"
"mleN_1","","Malate-2H(+)/Na(+)-lactate antiporter","2","2","1","2","609","","","","1301","1301","1301","OAPGLPBN_00495","ECPKFHDG_00594"
"swrC","","Swarming motility protein SwrC","2","2","1","2","678","","","","3155","3155","3155","OAPGLPBN_00564","ECPKFHDG_00663"
"xerD_1","","Tyrosine recombinase XerD","2","2","1","2","1267","","","","887","887","887","OAPGLPBN_01196","ECPKFHDG_01300"
"group_2138","","hypothetical protein","2","2","1","2","343","","","","1109","1109","1109","OAPGLPBN_00229","ECPKFHDG_00329"
"ybiT","","putative ABC transporter ATP-binding protein YbiT","2","2","1","2","1366","","","","1607","1607","1607","OAPGLPBN_01295","ECPKFHDG_01399"
"group_214","","hypothetical protein","2","2","1","2","1402","","","","230","230","230","OAPGLPBN_02182","ECPKFHDG_02284"
"kapB","","Kinase-associated lipoprotein B","2","2","1","2","1863","","","","380","380","380","OAPGLPBN_01698","ECPKFHDG_01801"
"group_2143","","hypothetical protein","2","2","1","2","830","","","","509","509","509","OAPGLPBN_00726","ECPKFHDG_00823"
"group_2144","","Putative universal stress protein","2","2","1","2","1070","","","","503","503","503","OAPGLPBN_00999","ECPKFHDG_01103"
"group_2145","","hypothetical protein","2","2","1","2","612","","","","155","155","155","OAPGLPBN_00498","ECPKFHDG_00597"
"group_2146","","hypothetical protein","2","2","1","2","1069","","","","155","155","155","OAPGLPBN_00998","ECPKFHDG_01102"
"pepA_2","","Cytosol aminopeptidase","2","2","1","2","1852","","","","1481","1481","1481","OAPGLPBN_01709","ECPKFHDG_01812"
"smc_1","","Chromosome partition protein Smc","2","2","1","2","1315","","","","30551","30551","30551","OAPGLPBN_01244","ECPKFHDG_01348"
"aroA_2","","3-phosphoshikimate 1-carboxyvinyltransferase","2","2","1","2","1292","","","","1301","1301","1301","OAPGLPBN_01221","ECPKFHDG_01325"
"group_215","","hypothetical protein","2","2","1","2","633","","","","776","776","776","OAPGLPBN_00520","ECPKFHDG_00618"
"group_2150","","Putative 2-hydroxyacid dehydrogenase","2","2","1","2","635","","","","953","953","953","OAPGLPBN_00522","ECPKFHDG_00620"
"codY","","GTP-sensing transcriptional pleiotropic repressor CodY","2","2","1","2","2130","","","","770","773","771","OAPGLPBN_01428","ECPKFHDG_01532"
"fabG_3","","3-oxoacyl-[acyl-carrier-protein] reductase FabG","2","2","1","2","1560","","","","752","752","752","OAPGLPBN_02003","ECPKFHDG_02106"
"purL","","Phosphoribosylformylglycinamidine synthase subunit PurL","2","2","1","2","1969","","","","2189","2189","2189","OAPGLPBN_01590","ECPKFHDG_01694"
"mqo2_3","","putative malate:quinone oxidoreductase 2","2","2","1","2","371","","","","1499","1499","1499","OAPGLPBN_00257","ECPKFHDG_00357"
"yidC_1","","Membrane protein insertase YidC","2","2","1","2","514","","","","836","836","836","OAPGLPBN_00400","ECPKFHDG_00499"
"ftsY","","Signal recognition particle receptor FtsY","2","2","1","2","2111","","","","1226","1226","1226","OAPGLPBN_01447","ECPKFHDG_01551"
"mvaS","","Hydroxymethylglutaryl-CoA synthase","2","2","1","2","415","","","","1166","1166","1166","OAPGLPBN_00301","ECPKFHDG_00401"
"ispE","","4-diphosphocytidyl-2-C-methyl-D-erythritol kinase","2","2","1","2","1493","","","","848","848","848","OAPGLPBN_02086","ECPKFHDG_02189"
"pnp_1","","Polyribonucleotide nucleotidyltransferase","2","2","1","2","2149","","","","2105","2105","2105","OAPGLPBN_01409","ECPKFHDG_01513"
"leuD","","3-isopropylmalate dehydratase small subunit","2","2","1","2","843","","","","569","569","569","OAPGLPBN_00744","ECPKFHDG_00841"
"group_2160","","hypothetical protein","2","2","1","2","1138","","","","875","875","875","OAPGLPBN_01067","ECPKFHDG_01171"
"group_2161","","hypothetical protein","2","2","1","2","1828","","","","1397","1397","1397","OAPGLPBN_01733","ECPKFHDG_01836"
"tagF","","Teichoic acid poly(glycerol phosphate) polymerase","2","2","1","2","568","","","","2165","2165","2165","OAPGLPBN_00454","ECPKFHDG_00553"
"group_2163","","hypothetical protein","2","2","1","2","161","","","","584","584","584","OAPGLPBN_00044","ECPKFHDG_00150"
"group_2164","","IS1182 family transposase ISSep1","2","2","1","2","1851","","","","1673","1673","1673","OAPGLPBN_01710","ECPKFHDG_01813"
"der_2","","GTPase Der","2","2","1","2","1313","","","","3437","3437","3437","OAPGLPBN_01242","ECPKFHDG_01346"
"hisI","","Histidine biosynthesis bifunctional protein HisIE","2","2","1","2","273","","","","635","635","635","OAPGLPBN_00156","ECPKFHDG_00260"
"group_2168","","IS200/IS605 family transposase ISSep3","2","2","1","2","326","","","","482","482","482","OAPGLPBN_00210","ECPKFHDG_00313"
"ilvB","","Acetolactate synthase large subunit","2","2","1","2","849","","","","1742","1742","1742","OAPGLPBN_00750","ECPKFHDG_00847"
"clpC","","ATP-dependent Clp protease ATP-binding subunit ClpC","2","2","1","2","1524","","","","2453","2453","2453","OAPGLPBN_02039","ECPKFHDG_02142"
"bdbD","","Disulfide bond formation protein D","2","2","1","2","533","","","","596","596","596","OAPGLPBN_00419","ECPKFHDG_00518"
"cfiB","","2-oxoglutarate carboxylase small subunit","2","2","1","2","1242","","","","1358","1358","1358","OAPGLPBN_01171","ECPKFHDG_01275"
"argD","","Acetylornithine aminotransferase","2","2","1","2","1240","","","","1127","1127","1127","OAPGLPBN_01169","ECPKFHDG_01273"
"brnQ_2","","Branched-chain amino acid transport system 2 carrier protein","2","2","1","2","1349","","","","1343","1343","1343","OAPGLPBN_01278","ECPKFHDG_01382"
"thiI","","putative tRNA sulfurtransferase","2","2","1","2","1064","","","","1223","1223","1223","OAPGLPBN_00993","ECPKFHDG_01097"
"group_2175","","Isoleucine 2-epimerase","2","2","1","2","379","","","","1337","1337","1337","OAPGLPBN_00265","ECPKFHDG_00365"
"group_2176","","IS110 family transposase ISSep2","2","2","1","2","618","","","","1073","1073","1073","OAPGLPBN_00504","ECPKFHDG_00603"
"group_2177","","IS110 family transposase ISSep2","2","2","1","2","2010","","","","1073","1073","1073","OAPGLPBN_01549","ECPKFHDG_01653"
"group_218","","hypothetical protein","2","2","1","2","491","","","","188","188","188","OAPGLPBN_00377","ECPKFHDG_00476"
"dtd3","","D-aminoacyl-tRNA deacylase","2","2","1","2","1489","","","","773","773","773","OAPGLPBN_02090","ECPKFHDG_02193"
"pcp","","Pyrrolidone-carboxylate peptidase","2","2","1","2","257","","","","638","638","638","OAPGLPBN_00140","ECPKFHDG_00244"
"yvgN","","Glyoxal reductase","2","2","1","2","1002","","","","836","836","836","OAPGLPBN_00931","ECPKFHDG_01037"
"rhaS","","HTH-type transcriptional activator RhaS","2","2","1","2","643","","","","1973","1973","1973","OAPGLPBN_00530","ECPKFHDG_00628"
"truB","","tRNA pseudouridine synthase B","2","2","1","2","2146","","","","917","917","917","OAPGLPBN_01412","ECPKFHDG_01516"
"group_2189","","hypothetical protein","2","2","1","2","947","","","","1517","1517","1517","OAPGLPBN_00838","ECPKFHDG_00944"
"group_219","","putative acetyl-CoA acyltransferase","2","2","1","2","1408","","","","1184","1184","1184","OAPGLPBN_02176","ECPKFHDG_02278"
"pdp","","Pyrimidine-nucleoside phosphorylase","2","2","1","2","772","","","","1301","1301","1301","OAPGLPBN_00668","ECPKFHDG_00766"
"recQ_2","","ATP-dependent DNA helicase RecQ","2","2","1","2","1721","","","","1778","1778","1778","OAPGLPBN_01842","ECPKFHDG_01945"
"group_2192","","putative oxidoreductase/MSMEI_2347","2","2","1","2","1701","","","","839","839","839","OAPGLPBN_01862","ECPKFHDG_01965"
"larB","","Pyridinium-3,5-biscarboxylic acid mononucleotide synthase","2","2","1","2","1604","","","","776","776","776","OAPGLPBN_01959","ECPKFHDG_02062"
"queC","","7-cyano-7-deazaguanine synthase","2","2","1","2","1711","","","","671","671","671","OAPGLPBN_01852","ECPKFHDG_01955"
"group_2195","","hypothetical protein","2","2","1","2","177","","","","851","851","851","OAPGLPBN_00060","ECPKFHDG_00166"
"cpdB_2","","2',3'-cyclic-nucleotide 2'-phosphodiesterase/3'-nucleotidase","2","2","1","2","1931","","","","1505","1505","1505","OAPGLPBN_01630","ECPKFHDG_01734"
"csd","","putative cysteine desulfurase","2","2","1","2","1826","","","","1241","1241","1241","OAPGLPBN_01735","ECPKFHDG_01838"
"pepF1_2","","Oligoendopeptidase F, plasmid","2","2","1","2","1901","","","","1808","1808","1808","OAPGLPBN_01660","ECPKFHDG_01764"
"group_22","","Putative prophage phiRv2 integrase","2","2","1","2","1787","","","","446","497","471","OAPGLPBN_01774","ECPKFHDG_01877"
"rpsK","","30S ribosomal protein S11","2","2","1","2","713","","","","389","389","389","OAPGLPBN_00599","ECPKFHDG_00698"
"smc_2","","Chromosome partition protein Smc","2","2","1","2","2110","","","","3569","3569","3569","OAPGLPBN_01448","ECPKFHDG_01552"
"pncB2","","Nicotinate phosphoribosyltransferase pncB2","2","2","1","2","906","","","","1469","1469","1469","OAPGLPBN_00797","ECPKFHDG_00903"
"group_2204","","NADH dehydrogenase-like protein","2","2","1","2","1850","","","","1286","1286","1286","OAPGLPBN_01711","ECPKFHDG_01814"
"group_2205","","hypothetical protein","2","2","1","2","875","","","","974","974","974","OAPGLPBN_00775","ECPKFHDG_00872"
"yveA","","Aspartate-proton symporter","2","2","1","2","502","","","","1679","1679","1679","OAPGLPBN_00388","ECPKFHDG_00487"
"group_2207","","hypothetical protein","2","2","1","2","1312","","","","638","638","638","OAPGLPBN_01241","ECPKFHDG_01345"
"group_2208","","TelA-like protein","2","2","1","2","1350","","","","1130","1130","1130","OAPGLPBN_01279","ECPKFHDG_01383"
"accC","","Biotin carboxylase","2","2","1","2","1163","","","","1358","1361","1359","OAPGLPBN_01092","ECPKFHDG_01196"
"group_221","","hypothetical protein","2","2","1","2","979","","","","560","560","560","OAPGLPBN_00900","ECPKFHDG_01006"
"csbB","","Putative glycosyltransferase CsbB","2","2","1","2","1702","","","","1106","1106","1106","OAPGLPBN_01861","ECPKFHDG_01964"
"group_2211","","IS110 family transposase ISSep2","2","2","1","2","611","","","","1073","1073","1073","OAPGLPBN_00497","ECPKFHDG_00596"
"group_2212","","hypothetical protein","2","2","1","2","470","","","","413","413","413","OAPGLPBN_00356","ECPKFHDG_00455"
"group_2213","","Antibacterial protein 3","2","2","1","2","2051","","","","134","134","134","OAPGLPBN_01507","ECPKFHDG_01611"
"group_2214","","Antibacterial protein 3","2","2","1","2","2050","","","","134","134","134","OAPGLPBN_01508","ECPKFHDG_01612"
"group_2215","","hypothetical protein","2","2","1","2","593","","","","560","560","560","OAPGLPBN_00479","ECPKFHDG_00578"
"gnd","","6-phosphogluconate dehydrogenase, decarboxylating","2","2","1","2","1257","","","","1406","1406","1406","OAPGLPBN_01186","ECPKFHDG_01290"
"rsbV","","Anti-sigma-B factor antagonist","2","2","1","2","836","","","","326","326","326","OAPGLPBN_00732","ECPKFHDG_00829"
"frdA","","Fumarate reductase flavoprotein subunit","2","2","1","2","2043","","","","1766","1766","1766","OAPGLPBN_01516","ECPKFHDG_01620"
"group_2219","","hypothetical protein","2","2","1","2","2203","","","","1280","1280","1280","OAPGLPBN_01355","ECPKFHDG_01459"
"yitU","","5-amino-6-(5-phospho-D-ribitylamino)uracil phosphatase YitU","2","2","1","2","1884","","","","821","821","821","OAPGLPBN_01677","ECPKFHDG_01781"
"group_2220","","hypothetical protein","2","2","1","2","2014","","","","482","482","482","OAPGLPBN_01545","ECPKFHDG_01649"
"deoB","","Phosphopentomutase","2","2","1","2","773","","","","1190","1190","1190","OAPGLPBN_00669","ECPKFHDG_00767"
"gabR","","HTH-type transcriptional regulatory protein GabR","2","2","1","2","1516","","","","1364","1364","1364","OAPGLPBN_02047","ECPKFHDG_02150"
"folP","","Dihydropteroate synthase","2","2","1","2","1512","","","","818","818","818","OAPGLPBN_02067","ECPKFHDG_02170"
"moaA_2","","GTP 3',8-cyclase","2","2","1","2","671","","","","1022","1022","1022","OAPGLPBN_00558","ECPKFHDG_00656"
"sau3AIR","","Type-2 restriction enzyme Sau3AI","2","2","1","2","482","","","","1466","1466","1466","OAPGLPBN_00368","ECPKFHDG_00467"
"ribE","","Riboflavin synthase","2","2","1","2","1016","","","","632","638","635","OAPGLPBN_00945","ECPKFHDG_01051"
"gdh","","Glucose 1-dehydrogenase","2","2","1","2","682","","","","791","791","791","OAPGLPBN_00568","ECPKFHDG_00667"
"leuS","","Leucine--tRNA ligase","2","2","1","2","1026","","","","2417","2417","2417","OAPGLPBN_00955","ECPKFHDG_01060"
"group_2229","","hypothetical protein","2","2","1","2","1278","","","","1418","1418","1418","OAPGLPBN_01207","ECPKFHDG_01311"
"purA","","Adenylosuccinate synthetase","2","2","1","2","101","","","","1283","1283","1283","OAPGLPBN_00017","ECPKFHDG_00017"
"cls_1","","Cardiolipin synthase","2","2","1","2","820","","","","1484","1484","1484","OAPGLPBN_00716","ECPKFHDG_00813"
"leuC","","3-isopropylmalate dehydratase large subunit","2","2","1","2","844","","","","1370","1370","1370","OAPGLPBN_00745","ECPKFHDG_00842"
"addB","","ATP-dependent helicase/deoxyribonuclease subunit B","2","2","1","2","1879","","","","3479","3479","3479","OAPGLPBN_01682","ECPKFHDG_01786"
"yfhP","","putative protein YfhP","2","2","1","2","949","","","","974","974","974","OAPGLPBN_00840","ECPKFHDG_00946"
"group_2234","","hypothetical protein","2","2","1","2","1042","","","","596","596","596","OAPGLPBN_00971","ECPKFHDG_01075"
"odhA","","2-oxoglutarate dehydrogenase E1 component","2","2","1","2","1342","","","","2804","2804","2804","OAPGLPBN_01271","ECPKFHDG_01375"
"menE_1","","2-succinylbenzoate--CoA ligase","2","2","1","2","994","","","","1424","1424","1424","OAPGLPBN_00923","ECPKFHDG_01029"
"dus","","putative tRNA-dihydrouridine synthase","2","2","1","2","166","","","","980","980","980","OAPGLPBN_00049","ECPKFHDG_00155"
"coaW","","Type II pantothenate kinase","2","2","1","2","779","","","","797","797","797","OAPGLPBN_00675","ECPKFHDG_00773"
"speG","","Spermidine N(1)-acetyltransferase","2","2","1","2","1478","","","","527","527","527","OAPGLPBN_02101","ECPKFHDG_02204"
"group_224","","hypothetical protein","2","2","1","2","1992","","","","626","626","626","OAPGLPBN_01567","ECPKFHDG_01671"
"emrA","","Colistin resistance protein EmrA","2","2","1","2","583","","","","647","647","647","OAPGLPBN_00469","ECPKFHDG_00568"
"ssaA_1","","Staphylococcal secretory antigen SsaA","2","2","1","2","402","","","","773","773","773","OAPGLPBN_00288","ECPKFHDG_00388"
"ssaA_2","","Staphylococcal secretory antigen SsaA","2","2","1","2","642","","","","773","773","773","OAPGLPBN_00529","ECPKFHDG_00627"
"thiM","","Hydroxyethylthiazole kinase","2","2","1","2","816","","","","788","791","789","OAPGLPBN_00712","ECPKFHDG_00809"
"npr","","NADH peroxidase","2","2","1","2","374","","","","1361","1361","1361","OAPGLPBN_00260","ECPKFHDG_00360"
"gmuF","","putative mannose-6-phosphate isomerase GmuF","2","2","1","2","765","","","","938","938","938","OAPGLPBN_00661","ECPKFHDG_00759"
"cysS","","Cysteine--tRNA ligase","2","2","1","2","1529","","","","1400","1400","1400","OAPGLPBN_02034","ECPKFHDG_02137"
"rplS","","50S ribosomal protein L19","2","2","1","2","2117","","","","350","350","350","OAPGLPBN_01441","ECPKFHDG_01545"
"group_2248","","hypothetical protein","2","2","1","2","976","","","","2939","2939","2939","OAPGLPBN_00897","ECPKFHDG_01003"
"trpC","","Indole-3-glycerol phosphate synthase","2","2","1","2","2243","","","","788","788","788","OAPGLPBN_01315","ECPKFHDG_01419"
"pyrH","","Uridylate kinase","2","2","1","2","2133","","","","722","722","722","OAPGLPBN_01425","ECPKFHDG_01529"
"group_2250","","hypothetical protein","2","2","1","2","1043","","","","3509","3509","3509","OAPGLPBN_00972","ECPKFHDG_01076"
"group_2253","","IS110 family transposase ISSep2","2","2","1","2","1519","","","","1073","1073","1073","OAPGLPBN_02044","ECPKFHDG_02147"
"addA","","ATP-dependent helicase/nuclease subunit A","2","2","1","2","1880","","","","3656","3656","3656","OAPGLPBN_01681","ECPKFHDG_01785"
"group_2255","","hypothetical protein","2","2","1","2","244","","","","497","497","497","OAPGLPBN_00127","ECPKFHDG_00232"
"dppE","","Dipeptide-binding protein DppE","2","2","1","2","1896","","","","1643","1643","1643","OAPGLPBN_01665","ECPKFHDG_01769"
"arsD","","Arsenical resistance operon trans-acting repressor ArsD","2","2","1","2","152","","","","347","347","347","OAPGLPBN_00035","ECPKFHDG_00140"
"alaS","","Alanine--tRNA ligase","2","2","1","2","1150","","","","2630","2630","2630","OAPGLPBN_01079","ECPKFHDG_01183"
"dtpT","","Di-/tripeptide transporter","2","2","1","2","1728","","","","1505","1505","1505","OAPGLPBN_01835","ECPKFHDG_01938"
"group_226","","hypothetical protein","2","2","1","2","1853","","","","1316","1316","1316","OAPGLPBN_01708","ECPKFHDG_01811"
"pepA_1","","Glutamyl aminopeptidase","2","2","1","2","1039","","","","1085","1085","1085","OAPGLPBN_00968","ECPKFHDG_01072"
"group_2261","","hypothetical protein","2","2","1","2","430","","","","317","317","317","OAPGLPBN_00316","ECPKFHDG_00416"
"pepT_1","","Peptidase T","2","2","1","2","1256","","","","1124","1124","1124","OAPGLPBN_01185","ECPKFHDG_01289"
"cntM","","Staphylopine synthase","2","2","1","2","203","","","","1292","1292","1292","OAPGLPBN_00086","ECPKFHDG_00192"
"tagU_1","","Polyisoprenyl-teichoic acid--peptidoglycan teichoic acid transferase TagU","2","2","1","2","630","","","","950","950","950","OAPGLPBN_00516","ECPKFHDG_00615"
"glpR","","Glycerol-3-phosphate regulon repressor","2","2","1","2","1339","","","","767","767","767","OAPGLPBN_01268","ECPKFHDG_01372"
"group_2266","","hypothetical protein","2","2","1","2","469","","","","1916","1916","1916","OAPGLPBN_00355","ECPKFHDG_00454"
"yfcA","","putative membrane transporter protein YfcA","2","2","1","2","1065","","","","764","764","764","OAPGLPBN_00994","ECPKFHDG_01098"
"rlmI","","Ribosomal RNA large subunit methyltransferase I","2","2","1","2","1981","","","","1172","1172","1172","OAPGLPBN_01578","ECPKFHDG_01682"
"pgk","","Phosphoglycerate kinase","2","2","1","2","1777","","","","1190","1190","1190","OAPGLPBN_01785","ECPKFHDG_01888"
"murF","","UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase","2","2","1","2","826","","","","1355","1355","1355","OAPGLPBN_00722","ECPKFHDG_00819"
"group_2270","","IS1182 family transposase ISSep1","2","2","1","2","77","","","","1679","1694","1686","OAPGLPBN_00518","ECPKFHDG_00092"
"group_2271","","putative protein","2","2","1","2","175","","","","974","974","974","OAPGLPBN_00058","ECPKFHDG_00164"
"emrB","","Multidrug export protein EmrB","2","2","1","2","753","","","","1439","1439","1439","OAPGLPBN_00640","ECPKFHDG_00738"
"mdtD","","Putative multidrug resistance protein MdtD","2","2","1","2","584","","","","1976","1976","1976","OAPGLPBN_00470","ECPKFHDG_00569"
"darA","","Cyclic di-AMP receptor A","2","2","1","2","1481","","","","329","329","329","OAPGLPBN_02098","ECPKFHDG_02201"
"ponA","","Penicillin-binding protein 1A/1B","2","2","1","2","1306","","","","2231","2231","2231","OAPGLPBN_01235","ECPKFHDG_01339"
"thiD","","Hydroxymethylpyrimidine/phosphomethylpyrimidine kinase","2","2","1","2","815","","","","821","821","821","OAPGLPBN_00711","ECPKFHDG_00808"
"aroA_1","","Protein AroA(G)","2","2","1","2","1047","","","","1091","1091","1091","OAPGLPBN_00976","ECPKFHDG_01080"
"group_2278","","hypothetical protein","2","2","1","2","1625","","","","224","224","224","OAPGLPBN_01938","ECPKFHDG_02041"
"group_2279","","hypothetical protein","2","2","1","2","992","","","","287","287","287","OAPGLPBN_00921","ECPKFHDG_01027"
"rlhA","","23S rRNA 5-hydroxycytidine synthase","2","2","1","2","1155","","","","923","923","923","OAPGLPBN_01084","ECPKFHDG_01188"
"def_1","","Peptide deformylase 1","2","2","1","2","2091","","","","488","488","488","OAPGLPBN_01467","ECPKFHDG_01571"
"group_2281","","hypothetical protein","2","2","1","2","858","","","","281","281","281","OAPGLPBN_00759","ECPKFHDG_00856"
"group_2282","","hypothetical protein","2","2","1","2","1771","","","","191","191","191","OAPGLPBN_01791","ECPKFHDG_01894"
"rpsN2","","Alternate 30S ribosomal protein S14","2","2","1","2","2211","","","","269","269","269","OAPGLPBN_01347","ECPKFHDG_01451"
"comFA","","ComF operon protein 1","2","2","1","2","1752","","","","1082","1163","1122","OAPGLPBN_01811","ECPKFHDG_01914"
"group_230","","hypothetical protein","2","2","1","2","312","","","","902","902","902","OAPGLPBN_00195","ECPKFHDG_00299"
"vraR_1","","Response regulator protein VraR","2","2","1","2","934","","","","629","629","629","OAPGLPBN_00825","ECPKFHDG_00931"
"opuCA_1","","Carnitine transport ATP-binding protein OpuCA","2","2","1","2","218","","","","1187","1187","1187","OAPGLPBN_00101","ECPKFHDG_00207"
"stp","","Serine/threonine phosphatase stp","2","2","1","2","2095","","","","743","743","743","OAPGLPBN_01463","ECPKFHDG_01567"
"norB_2","","Quinolone resistance protein NorB","2","2","1","2","512","","","","1400","1400","1400","OAPGLPBN_00398","ECPKFHDG_00497"
"isdI","","Heme oxygenase (staphylobilin-producing) 2","2","2","1","2","746","","","","314","314","314","OAPGLPBN_00633","ECPKFHDG_00731"
"acnA","","Aconitate hydratase A","2","2","1","2","2225","","","","2705","2705","2705","OAPGLPBN_01333","ECPKFHDG_01437"
"group_237","","hypothetical protein","2","2","1","2","1446","","","","1028","1028","1028","OAPGLPBN_02138","ECPKFHDG_02240"
"group_238","","putative epimerase/dehydratase","2","2","1","2","1553","","","","956","956","956","OAPGLPBN_02010","ECPKFHDG_02113"
"yeeD","","Putative sulfur carrier protein YeeD","2","2","1","2","860","","","","224","224","224","OAPGLPBN_00761","ECPKFHDG_00858"
"hisC_2","","Histidinol-phosphate aminotransferase","2","2","1","2","1724","","","","1055","1058","1056","OAPGLPBN_01839","ECPKFHDG_01942"
"group_240","","hypothetical protein","2","2","1","2","736","","","","239","239","239","OAPGLPBN_00623","ECPKFHDG_00721"
"group_241","","hypothetical protein","2","2","1","2","1119","","","","485","485","485","OAPGLPBN_01048","ECPKFHDG_01152"
"argB","","Acetylglutamate kinase","2","2","1","2","1239","","","","737","737","737","OAPGLPBN_01168","ECPKFHDG_01272"
"msrA1","","Peptide methionine sulfoxide reductase MsrA 1","2","2","1","2","2235","","","","515","515","515","OAPGLPBN_01323","ECPKFHDG_01427"
"group_244","","hypothetical protein","2","2","1","2","1456","","","","1328","1328","1328","OAPGLPBN_02128","ECPKFHDG_02230"
"coaBC","","Coenzyme A biosynthesis bifunctional protein CoaBC","2","2","1","2","2088","","","","1199","1199","1199","OAPGLPBN_01470","ECPKFHDG_01574"
"dps1","","DNA protection during starvation protein 1","2","2","1","2","769","","","","446","446","446","OAPGLPBN_00665","ECPKFHDG_00763"
"mgt","","Monofunctional glycosyltransferase","2","2","1","2","944","","","","809","809","809","OAPGLPBN_00835","ECPKFHDG_00941"
"sucD","","Succinate--CoA ligase [ADP-forming] subunit alpha","2","2","1","2","2123","","","","908","908","908","OAPGLPBN_01435","ECPKFHDG_01539"
"betI","","HTH-type transcriptional regulator BetI","2","2","1","2","214","","","","539","539","539","OAPGLPBN_00097","ECPKFHDG_00203"
"group_25","","hypothetical protein","2","2","1","2","1611","","","","428","455","441","OAPGLPBN_01952","ECPKFHDG_02055"
"arsR","","Arsenical resistance operon repressor","2","2","1","2","153","","","","320","320","320","OAPGLPBN_00036","ECPKFHDG_00141"
"group_251","","hypothetical protein","2","2","1","2","632","","","","275","275","275","OAPGLPBN_00519","ECPKFHDG_00617"
"group_252","","hypothetical protein","2","2","1","2","296","","","","356","356","356","OAPGLPBN_00179","ECPKFHDG_00283"
"cls_2","","Cardiolipin synthase","2","2","1","2","2193","","","","1472","1472","1472","OAPGLPBN_01365","ECPKFHDG_01469"
"yxeI","","putative protein YxeI","2","2","1","2","1583","","","","980","980","980","OAPGLPBN_01980","ECPKFHDG_02083"
"bfmBAB","","2-oxoisovalerate dehydrogenase subunit beta","2","2","1","2","1252","","","","983","983","983","OAPGLPBN_01181","ECPKFHDG_01285"
"msmX","","Oligosaccharides import ATP-binding protein MsmX","2","2","1","2","1333","","","","1091","1091","1091","OAPGLPBN_01262","ECPKFHDG_01366"
"aspS","","Aspartate--tRNA ligase","2","2","1","2","1140","","","","1766","1766","1766","OAPGLPBN_01069","ECPKFHDG_01173"
"secE","","Protein translocase subunit SecE","2","2","1","2","1534","","","","182","182","182","OAPGLPBN_02029","ECPKFHDG_02132"
"recF","","DNA replication and repair protein RecF","2","2","1","2","88","","","","1115","1115","1115","OAPGLPBN_00004","ECPKFHDG_00004"
"fbe","","Fibrinogen-binding protein","2","2","1","2","1566","","","","3224","3350","3287","OAPGLPBN_01997","ECPKFHDG_02100"
"rplD","","50S ribosomal protein L4","2","2","1","2","689","","","","623","623","623","OAPGLPBN_00575","ECPKFHDG_00674"
"dhaL","","PTS-dependent dihydroxyacetone kinase, ADP-binding subunit DhaL","2","2","1","2","232","","","","575","575","575","OAPGLPBN_00115","ECPKFHDG_00221"
"comGA","","ComG operon protein 1","2","2","1","2","1220","","","","974","974","974","OAPGLPBN_01149","ECPKFHDG_01253"
"group_263","","hypothetical protein","2","2","1","2","888","","","","170","170","170","OAPGLPBN_00788","ECPKFHDG_00885"
